Feature-Set;NSHAP-Value
season,mnth,holiday,weathersit,temp,atemp;0.0479
season,mnth,holiday,weathersit,temp,hum;0.0151
season,mnth,holiday,weathersit,temp,windspeed;0.0434
season,mnth,holiday,weathersit,atemp,hum;-0.0276
season,mnth,holiday,weathersit,atemp,windspeed;0.0071
season,mnth,holiday,weathersit,hum,windspeed;0.0097
season,mnth,holiday,temp,atemp,hum;0.1951
season,mnth,holiday,temp,atemp,windspeed;0.0384
season,mnth,holiday,temp,hum,windspeed;-0.0007
season,mnth,holiday,atemp,hum,windspeed;0.0223
season,mnth,weekday,workingday,weathersit,temp;0.0956
season,mnth,weekday,workingday,weathersit,atemp;-0.0932
season,mnth,weekday,workingday,weathersit,hum;-0.1485
season,mnth,weekday,workingday,weathersit,windspeed;0.0038
season,mnth,weekday,workingday,temp,atemp;4.5004
season,mnth,weekday,workingday,temp,hum;-0.0423
season,mnth,weekday,workingday,temp,windspeed;0.0279
season,mnth,weekday,workingday,atemp,hum;0.9396
season,mnth,weekday,workingday,atemp,windspeed;0.0392
season,mnth,weekday,workingday,hum,windspeed;-0.1437
season,mnth,weekday,weathersit,temp,atemp;-0.0983
season,mnth,weekday,weathersit,temp,hum;0.1940
season,mnth,weekday,weathersit,temp,windspeed;0.0342
season,mnth,weekday,weathersit,atemp,hum;0.2649
season,mnth,weekday,weathersit,atemp,windspeed;0.1377
season,mnth,weekday,weathersit,hum,windspeed;-0.3683
season,mnth,weekday,temp,atemp,hum;-3.8190
season,mnth,weekday,temp,atemp,windspeed;1.4699
season,mnth,weekday,temp,hum,windspeed;1.4779
season,mnth,weekday,atemp,hum,windspeed;0.6923
season,mnth,workingday,weathersit,temp,atemp;0.1599
season,mnth,workingday,weathersit,temp,hum;-0.3261
season,mnth,workingday,weathersit,temp,windspeed;0.1519
season,mnth,workingday,weathersit,atemp,hum;-0.2321
season,mnth,workingday,weathersit,atemp,windspeed;-0.3669
season,mnth,workingday,weathersit,hum,windspeed;0.2436
season,mnth,workingday,temp,atemp,hum;0.2539
season,mnth,workingday,temp,atemp,windspeed;0.1709
season,mnth,workingday,temp,hum,windspeed;0.3387
season,mnth,workingday,atemp,hum,windspeed;1.1592
season,mnth,weathersit,temp,atemp,hum;-0.0387
season,mnth,weathersit,temp,atemp,windspeed;0.1606
season,mnth,weathersit,temp,hum,windspeed;1.1305
season,mnth,weathersit,atemp,hum,windspeed;1.0760
season,mnth,temp,atemp,hum,windspeed;3.1358
season,holiday,weekday,workingday,weathersit,temp;-0.0000
season,holiday,weekday,workingday,weathersit,atemp;-0.0000
season,holiday,weekday,workingday,weathersit,hum;0.0000
season,holiday,weekday,workingday,weathersit,windspeed;-0.0000
season,holiday,weekday,workingday,temp,atemp;-0.0000
season,holiday,weekday,workingday,temp,hum;0.0000
season,holiday,weekday,workingday,temp,windspeed;-0.0000
season,holiday,weekday,workingday,atemp,hum;0.0000
season,holiday,weekday,workingday,atemp,windspeed;0.0000
season,holiday,weekday,workingday,hum,windspeed;0.0000
season,holiday,weekday,weathersit,temp,atemp;0.0179
season,holiday,weekday,weathersit,temp,hum;-0.0059
season,holiday,weekday,weathersit,temp,windspeed;-0.0260
season,holiday,weekday,weathersit,atemp,hum;0.0543
season,holiday,weekday,weathersit,atemp,windspeed;-0.0046
season,holiday,weekday,weathersit,hum,windspeed;0.0034
season,holiday,weekday,temp,atemp,hum;0.5484
season,holiday,weekday,temp,atemp,windspeed;0.1996
season,holiday,weekday,temp,hum,windspeed;0.1642
season,holiday,weekday,atemp,hum,windspeed;0.0783
season,holiday,workingday,weathersit,temp,atemp;-0.0000
season,holiday,workingday,weathersit,temp,hum;0.0000
season,holiday,workingday,weathersit,temp,windspeed;-0.0000
season,holiday,workingday,weathersit,atemp,hum;0.0000
season,holiday,workingday,weathersit,atemp,windspeed;0.0000
season,holiday,workingday,weathersit,hum,windspeed;-0.0000
season,holiday,workingday,temp,atemp,hum;0.0000
season,holiday,workingday,temp,atemp,windspeed;0.0000
season,holiday,workingday,temp,hum,windspeed;-0.0000
season,holiday,workingday,atemp,hum,windspeed;0.0000
season,holiday,weathersit,temp,atemp,hum;-0.0067
season,holiday,weathersit,temp,atemp,windspeed;0.0627
season,holiday,weathersit,temp,hum,windspeed;-0.0155
season,holiday,weathersit,atemp,hum,windspeed;-0.0259
season,holiday,temp,atemp,hum,windspeed;0.2548
season,weekday,workingday,weathersit,temp,atemp;0.1163
season,weekday,workingday,weathersit,temp,hum;-0.0258
season,weekday,workingday,weathersit,temp,windspeed;-0.0403
season,weekday,workingday,weathersit,atemp,hum;-0.0598
season,weekday,workingday,weathersit,atemp,windspeed;-0.1281
season,weekday,workingday,weathersit,hum,windspeed;0.1493
season,weekday,workingday,temp,atemp,hum;-1.4026
season,weekday,workingday,temp,atemp,windspeed;0.3724
season,weekday,workingday,temp,hum,windspeed;-0.2919
season,weekday,workingday,atemp,hum,windspeed;-0.1022
season,weekday,weathersit,temp,atemp,hum;0.1398
season,weekday,weathersit,temp,atemp,windspeed;-0.4079
season,weekday,weathersit,temp,hum,windspeed;0.2559
season,weekday,weathersit,atemp,hum,windspeed;-1.1732
season,weekday,temp,atemp,hum,windspeed;-0.6117
season,workingday,weathersit,temp,atemp,hum;0.9603
season,workingday,weathersit,temp,atemp,windspeed;0.1891
season,workingday,weathersit,temp,hum,windspeed;0.4050
season,workingday,weathersit,atemp,hum,windspeed;0.2440
season,workingday,temp,atemp,hum,windspeed;-0.5860
season,weathersit,temp,atemp,hum,windspeed;1.3443
mnth,holiday,weekday,workingday,weathersit,temp;0.0000
mnth,holiday,weekday,workingday,weathersit,atemp;0.0000
mnth,holiday,weekday,workingday,weathersit,hum;0.0000
mnth,holiday,weekday,workingday,weathersit,windspeed;0.0000
mnth,holiday,weekday,workingday,temp,atemp;0.0000
mnth,holiday,weekday,workingday,temp,hum;0.0000
mnth,holiday,weekday,workingday,temp,windspeed;0.0000
mnth,holiday,weekday,workingday,atemp,hum;0.0000
mnth,holiday,weekday,workingday,atemp,windspeed;0.0000
mnth,holiday,weekday,workingday,hum,windspeed;0.0000
mnth,holiday,weekday,weathersit,temp,atemp;-0.0059
mnth,holiday,weekday,weathersit,temp,hum;0.0000
mnth,holiday,weekday,weathersit,temp,windspeed;-0.0040
mnth,holiday,weekday,weathersit,atemp,hum;0.0000
mnth,holiday,weekday,weathersit,atemp,windspeed;-0.0039
mnth,holiday,weekday,weathersit,hum,windspeed;0.0000
mnth,holiday,weekday,temp,atemp,hum;-0.0811
mnth,holiday,weekday,temp,atemp,windspeed;-0.0553
mnth,holiday,weekday,temp,hum,windspeed;-0.0150
mnth,holiday,weekday,atemp,hum,windspeed;-0.0273
mnth,holiday,workingday,weathersit,temp,atemp;0.0000
mnth,holiday,workingday,weathersit,temp,hum;0.0000
mnth,holiday,workingday,weathersit,temp,windspeed;0.0000
mnth,holiday,workingday,weathersit,atemp,hum;0.0000
mnth,holiday,workingday,weathersit,atemp,windspeed;0.0000
mnth,holiday,workingday,weathersit,hum,windspeed;-0.0000
mnth,holiday,workingday,temp,atemp,hum;0.0000
mnth,holiday,workingday,temp,atemp,windspeed;0.0000
mnth,holiday,workingday,temp,hum,windspeed;-0.0000
mnth,holiday,workingday,atemp,hum,windspeed;0.0000
mnth,holiday,weathersit,temp,atemp,hum;0.0000
mnth,holiday,weathersit,temp,atemp,windspeed;0.0389
mnth,holiday,weathersit,temp,hum,windspeed;0.0000
mnth,holiday,weathersit,atemp,hum,windspeed;-0.0046
mnth,holiday,temp,atemp,hum,windspeed;-0.0106
mnth,weekday,workingday,weathersit,temp,atemp;-0.3826
mnth,weekday,workingday,weathersit,temp,hum;0.0030
mnth,weekday,workingday,weathersit,temp,windspeed;-0.1663
mnth,weekday,workingday,weathersit,atemp,hum;-0.0492
mnth,weekday,workingday,weathersit,atemp,windspeed;-0.1469
mnth,weekday,workingday,weathersit,hum,windspeed;0.3860
mnth,weekday,workingday,temp,atemp,hum;0.2086
mnth,weekday,workingday,temp,atemp,windspeed;-1.3519
mnth,weekday,workingday,temp,hum,windspeed;0.8811
mnth,weekday,workingday,atemp,hum,windspeed;-0.3351
mnth,weekday,weathersit,temp,atemp,hum;-1.0560
mnth,weekday,weathersit,temp,atemp,windspeed;-0.7967
mnth,weekday,weathersit,temp,hum,windspeed;1.1655
mnth,weekday,weathersit,atemp,hum,windspeed;-0.6421
mnth,weekday,temp,atemp,hum,windspeed;2.1104
mnth,workingday,weathersit,temp,atemp,hum;-0.1326
mnth,workingday,weathersit,temp,atemp,windspeed;0.3051
mnth,workingday,weathersit,temp,hum,windspeed;0.7656
mnth,workingday,weathersit,atemp,hum,windspeed;-0.4946
mnth,workingday,temp,atemp,hum,windspeed;1.3437
mnth,weathersit,temp,atemp,hum,windspeed;-1.3303
holiday,weekday,workingday,weathersit,temp,atemp;0.0000
holiday,weekday,workingday,weathersit,temp,hum;0.0000
holiday,weekday,workingday,weathersit,temp,windspeed;0.0000
holiday,weekday,workingday,weathersit,atemp,hum;0.0000
holiday,weekday,workingday,weathersit,atemp,windspeed;0.0000
holiday,weekday,workingday,weathersit,hum,windspeed;0.0000
holiday,weekday,workingday,temp,atemp,hum;0.0000
holiday,weekday,workingday,temp,atemp,windspeed;0.0000
holiday,weekday,workingday,temp,hum,windspeed;0.0000
holiday,weekday,workingday,atemp,hum,windspeed;0.0000
holiday,weekday,weathersit,temp,atemp,hum;0.0139
holiday,weekday,weathersit,temp,atemp,windspeed;-0.0047
holiday,weekday,weathersit,temp,hum,windspeed;0.0134
holiday,weekday,weathersit,atemp,hum,windspeed;0.0315
holiday,weekday,temp,atemp,hum,windspeed;0.1550
holiday,workingday,weathersit,temp,atemp,hum;0.0000
holiday,workingday,weathersit,temp,atemp,windspeed;0.0000
holiday,workingday,weathersit,temp,hum,windspeed;0.0000
holiday,workingday,weathersit,atemp,hum,windspeed;0.0000
holiday,workingday,temp,atemp,hum,windspeed;0.0000
holiday,weathersit,temp,atemp,hum,windspeed;0.0237
weekday,workingday,weathersit,temp,atemp,hum;-0.5788
weekday,workingday,weathersit,temp,atemp,windspeed;-0.1527
weekday,workingday,weathersit,temp,hum,windspeed;0.2092
weekday,workingday,weathersit,atemp,hum,windspeed;-0.4227
weekday,workingday,temp,atemp,hum,windspeed;-1.2384
weekday,weathersit,temp,atemp,hum,windspeed;-1.0938
workingday,weathersit,temp,atemp,hum,windspeed;0.6404
season,mnth,holiday,weekday,workingday,weathersit,temp;0.0000
season,mnth,holiday,weekday,workingday,weathersit,atemp;-0.0000
season,mnth,holiday,weekday,workingday,weathersit,hum;-0.0000
season,mnth,holiday,weekday,workingday,weathersit,windspeed;0.0000
season,mnth,holiday,weekday,workingday,temp,atemp;-0.0000
season,mnth,holiday,weekday,workingday,temp,hum;0.0000
season,mnth,holiday,weekday,workingday,temp,windspeed;0.0000
season,mnth,holiday,weekday,workingday,atemp,hum;-0.0000
season,mnth,holiday,weekday,workingday,atemp,windspeed;0.0000
season,mnth,holiday,weekday,workingday,hum,windspeed;0.0000
season,mnth,holiday,weekday,weathersit,temp,atemp;0.0060
season,mnth,holiday,weekday,weathersit,temp,hum;-0.0032
season,mnth,holiday,weekday,weathersit,temp,windspeed;0.0040
season,mnth,holiday,weekday,weathersit,atemp,hum;-0.0012
season,mnth,holiday,weekday,weathersit,atemp,windspeed;0.0040
season,mnth,holiday,weekday,weathersit,hum,windspeed;0.0000
season,mnth,holiday,weekday,temp,atemp,hum;-0.0690
season,mnth,holiday,weekday,temp,atemp,windspeed;0.0402
season,mnth,holiday,weekday,temp,hum,windspeed;0.0430
season,mnth,holiday,weekday,atemp,hum,windspeed;0.0546
season,mnth,holiday,workingday,weathersit,temp,atemp;-0.0000
season,mnth,holiday,workingday,weathersit,temp,hum;0.0000
season,mnth,holiday,workingday,weathersit,temp,windspeed;0.0000
season,mnth,holiday,workingday,weathersit,atemp,hum;-0.0000
season,mnth,holiday,workingday,weathersit,atemp,windspeed;0.0000
season,mnth,holiday,workingday,weathersit,hum,windspeed;0.0000
season,mnth,holiday,workingday,temp,atemp,hum;-0.0000
season,mnth,holiday,workingday,temp,atemp,windspeed;0.0000
season,mnth,holiday,workingday,temp,hum,windspeed;0.0000
season,mnth,holiday,workingday,atemp,hum,windspeed;0.0000
season,mnth,holiday,weathersit,temp,atemp,hum;-0.0116
season,mnth,holiday,weathersit,temp,atemp,windspeed;-0.0408
season,mnth,holiday,weathersit,temp,hum,windspeed;-0.0027
season,mnth,holiday,weathersit,atemp,hum,windspeed;0.0072
season,mnth,holiday,temp,atemp,hum,windspeed;0.0322
season,mnth,weekday,workingday,weathersit,temp,atemp;-0.0620
season,mnth,weekday,workingday,weathersit,temp,hum;0.0563
season,mnth,weekday,workingday,weathersit,temp,windspeed;0.0280
season,mnth,weekday,workingday,weathersit,atemp,hum;0.0219
season,mnth,weekday,workingday,weathersit,atemp,windspeed;0.0166
season,mnth,weekday,workingday,weathersit,hum,windspeed;0.0150
season,mnth,weekday,workingday,temp,atemp,hum;0.9777
season,mnth,weekday,workingday,temp,atemp,windspeed;0.6050
season,mnth,weekday,workingday,temp,hum,windspeed;0.0680
season,mnth,weekday,workingday,atemp,hum,windspeed;0.0240
season,mnth,weekday,weathersit,temp,atemp,hum;-0.0317
season,mnth,weekday,weathersit,temp,atemp,windspeed;-0.0827
season,mnth,weekday,weathersit,temp,hum,windspeed;0.0315
season,mnth,weekday,weathersit,atemp,hum,windspeed;-0.2208
season,mnth,weekday,temp,atemp,hum,windspeed;-0.0753
season,mnth,workingday,weathersit,temp,atemp,hum;0.3850
season,mnth,workingday,weathersit,temp,atemp,windspeed;-0.1335
season,mnth,workingday,weathersit,temp,hum,windspeed;-0.1962
season,mnth,workingday,weathersit,atemp,hum,windspeed;-0.0484
season,mnth,workingday,temp,atemp,hum,windspeed;-0.3375
season,mnth,weathersit,temp,atemp,hum,windspeed;-0.7117
season,holiday,weekday,workingday,weathersit,temp,atemp;-0.0000
season,holiday,weekday,workingday,weathersit,temp,hum;0.0000
season,holiday,weekday,workingday,weathersit,temp,windspeed;0.0000
season,holiday,weekday,workingday,weathersit,atemp,hum;-0.0000
season,holiday,weekday,workingday,weathersit,atemp,windspeed;0.0000
season,holiday,weekday,workingday,weathersit,hum,windspeed;0.0000
season,holiday,weekday,workingday,temp,atemp,hum;-0.0000
season,holiday,weekday,workingday,temp,atemp,windspeed;0.0000
season,holiday,weekday,workingday,temp,hum,windspeed;0.0000
season,holiday,weekday,workingday,atemp,hum,windspeed;-0.0000
season,holiday,weekday,weathersit,temp,atemp,hum;-0.0384
season,holiday,weekday,weathersit,temp,atemp,windspeed;-0.0046
season,holiday,weekday,weathersit,temp,hum,windspeed;0.0121
season,holiday,weekday,weathersit,atemp,hum,windspeed;0.0001
season,holiday,weekday,temp,atemp,hum,windspeed;0.0935
season,holiday,workingday,weathersit,temp,atemp,hum;-0.0000
season,holiday,workingday,weathersit,temp,atemp,windspeed;-0.0000
season,holiday,workingday,weathersit,temp,hum,windspeed;0.0000
season,holiday,workingday,weathersit,atemp,hum,windspeed;-0.0000
season,holiday,workingday,temp,atemp,hum,windspeed;-0.0000
season,holiday,weathersit,temp,atemp,hum,windspeed;-0.0171
season,weekday,workingday,weathersit,temp,atemp,hum;0.0276
season,weekday,workingday,weathersit,temp,atemp,windspeed;0.0173
season,weekday,workingday,weathersit,temp,hum,windspeed;-0.0241
season,weekday,workingday,weathersit,atemp,hum,windspeed;-0.0096
season,weekday,workingday,temp,atemp,hum,windspeed;0.1676
season,weekday,weathersit,temp,atemp,hum,windspeed;1.2929
season,workingday,weathersit,temp,atemp,hum,windspeed;0.4482
mnth,holiday,weekday,workingday,weathersit,temp,atemp;-0.0000
mnth,holiday,weekday,workingday,weathersit,temp,hum;0.0000
mnth,holiday,weekday,workingday,weathersit,temp,windspeed;0.0000
mnth,holiday,weekday,workingday,weathersit,atemp,hum;-0.0000
mnth,holiday,weekday,workingday,weathersit,atemp,windspeed;-0.0000
mnth,holiday,weekday,workingday,weathersit,hum,windspeed;0.0000
mnth,holiday,weekday,workingday,temp,atemp,hum;0.0000
mnth,holiday,weekday,workingday,temp,atemp,windspeed;-0.0000
mnth,holiday,weekday,workingday,temp,hum,windspeed;0.0000
mnth,holiday,weekday,workingday,atemp,hum,windspeed;0.0000
mnth,holiday,weekday,weathersit,temp,atemp,hum;-0.0000
mnth,holiday,weekday,weathersit,temp,atemp,windspeed;0.0040
mnth,holiday,weekday,weathersit,temp,hum,windspeed;0.0000
mnth,holiday,weekday,weathersit,atemp,hum,windspeed;-0.0000
mnth,holiday,weekday,temp,atemp,hum,windspeed;0.0428
mnth,holiday,workingday,weathersit,temp,atemp,hum;-0.0000
mnth,holiday,workingday,weathersit,temp,atemp,windspeed;-0.0000
mnth,holiday,workingday,weathersit,temp,hum,windspeed;0.0000
mnth,holiday,workingday,weathersit,atemp,hum,windspeed;-0.0000
mnth,holiday,workingday,temp,atemp,hum,windspeed;0.0000
mnth,holiday,weathersit,temp,atemp,hum,windspeed;-0.0000
mnth,weekday,workingday,weathersit,temp,atemp,hum;0.0227
mnth,weekday,workingday,weathersit,temp,atemp,windspeed;0.0559
mnth,weekday,workingday,weathersit,temp,hum,windspeed;-0.4765
mnth,weekday,workingday,weathersit,atemp,hum,windspeed;-0.1761
mnth,weekday,workingday,temp,atemp,hum,windspeed;-0.1033
mnth,weekday,weathersit,temp,atemp,hum,windspeed;0.4262
mnth,workingday,weathersit,temp,atemp,hum,windspeed;-0.0488
holiday,weekday,workingday,weathersit,temp,atemp,hum;-0.0000
holiday,weekday,workingday,weathersit,temp,atemp,windspeed;-0.0000
holiday,weekday,workingday,weathersit,temp,hum,windspeed;0.0000
holiday,weekday,workingday,weathersit,atemp,hum,windspeed;-0.0000
holiday,weekday,workingday,temp,atemp,hum,windspeed;-0.0000
holiday,weekday,weathersit,temp,atemp,hum,windspeed;-0.0221
holiday,workingday,weathersit,temp,atemp,hum,windspeed;-0.0000
weekday,workingday,weathersit,temp,atemp,hum,windspeed;0.5611
season,mnth,holiday,weekday,workingday,weathersit,temp,atemp;-0.0000
season,mnth,holiday,weekday,workingday,weathersit,temp,hum;-0.0000
season,mnth,holiday,weekday,workingday,weathersit,temp,windspeed;-0.0000
season,mnth,holiday,weekday,workingday,weathersit,atemp,hum;0.0000
season,mnth,holiday,weekday,workingday,weathersit,atemp,windspeed;-0.0000
season,mnth,holiday,weekday,workingday,weathersit,hum,windspeed;-0.0000
season,mnth,holiday,weekday,workingday,temp,atemp,hum;-0.0000
season,mnth,holiday,weekday,workingday,temp,atemp,windspeed;-0.0000
season,mnth,holiday,weekday,workingday,temp,hum,windspeed;-0.0000
season,mnth,holiday,weekday,workingday,atemp,hum,windspeed;-0.0000
season,mnth,holiday,weekday,weathersit,temp,atemp,hum;-0.0001
season,mnth,holiday,weekday,weathersit,temp,atemp,windspeed;-0.0040
season,mnth,holiday,weekday,weathersit,temp,hum,windspeed;-0.0000
season,mnth,holiday,weekday,weathersit,atemp,hum,windspeed;-0.0000
season,mnth,holiday,weekday,temp,atemp,hum,windspeed;0.0543
season,mnth,holiday,workingday,weathersit,temp,atemp,hum;0.0000
season,mnth,holiday,workingday,weathersit,temp,atemp,windspeed;-0.0000
season,mnth,holiday,workingday,weathersit,temp,hum,windspeed;-0.0000
season,mnth,holiday,workingday,weathersit,atemp,hum,windspeed;-0.0000
season,mnth,holiday,workingday,temp,atemp,hum,windspeed;-0.0000
season,mnth,holiday,weathersit,temp,atemp,hum,windspeed;-0.0014
season,mnth,weekday,workingday,weathersit,temp,atemp,hum;0.0356
season,mnth,weekday,workingday,weathersit,temp,atemp,windspeed;0.0003
season,mnth,weekday,workingday,weathersit,temp,hum,windspeed;0.0109
season,mnth,weekday,workingday,weathersit,atemp,hum,windspeed;-0.0365
season,mnth,weekday,workingday,temp,atemp,hum,windspeed;-0.1506
season,mnth,weekday,weathersit,temp,atemp,hum,windspeed;0.0302
season,mnth,workingday,weathersit,temp,atemp,hum,windspeed;0.1313
season,holiday,weekday,workingday,weathersit,temp,atemp,hum;0.0000
season,holiday,weekday,workingday,weathersit,temp,atemp,windspeed;-0.0000
season,holiday,weekday,workingday,weathersit,temp,hum,windspeed;-0.0000
season,holiday,weekday,workingday,weathersit,atemp,hum,windspeed;0.0000
season,holiday,weekday,workingday,temp,atemp,hum,windspeed;-0.0000
season,holiday,weekday,weathersit,temp,atemp,hum,windspeed;0.0190
season,holiday,workingday,weathersit,temp,atemp,hum,windspeed;0.0000
season,weekday,workingday,weathersit,temp,atemp,hum,windspeed;0.1509
mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum;0.0000
mnth,holiday,weekday,workingday,weathersit,temp,atemp,windspeed;0.0000
mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed;-0.0000
mnth,holiday,weekday,workingday,weathersit,atemp,hum,windspeed;-0.0000
mnth,holiday,weekday,workingday,temp,atemp,hum,windspeed;-0.0000
mnth,holiday,weekday,weathersit,temp,atemp,hum,windspeed;-0.0000
mnth,holiday,workingday,weathersit,temp,atemp,hum,windspeed;-0.0000
mnth,weekday,workingday,weathersit,temp,atemp,hum,windspeed;0.2616
holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed;0.0000
season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum;0.0000
season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,windspeed;0.0000
season,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed;0.0000
season,mnth,holiday,weekday,workingday,weathersit,atemp,hum,windspeed;0.0000
season,mnth,holiday,weekday,workingday,temp,atemp,hum,windspeed;0.0000
season,mnth,holiday,weekday,weathersit,temp,atemp,hum,windspeed;0.0000
season,mnth,holiday,workingday,weathersit,temp,atemp,hum,windspeed;0.0000
season,mnth,weekday,workingday,weathersit,temp,atemp,hum,windspeed;0.0234
season,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed;-0.0000
mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed;0.0000
season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed;-0.0000
